X,Y,Crash_Type,Accident_Datetime,Location,Latitude,Longitude,Posted_Speed,Road_Type,Pedestrian_Age,Pedestrian_Gender,Pedestrian_City_of_Residence,Pedestrian_Zip_Code,Biker_Age,Biker_Gender,Biker_City_of_Residence,Biker_Zip_Code,Pedestrian_Injury_Severity,Pedestrian_to_Hospital,Biker_Injury_Severity,Biker_to_Hospital,ObjectId,Vehicle_Direction_of_Travel
-93.033,44.979,Pedestrian,2020/09/10 22:41:00+00,W CONCORDIA AVE,44.951,-93.151,30,Municipal State Aid Street,16,M,SAINT PAUL,55103,,,,,Possible Injury,Yes,,,688,Unknown
-93.142,44.955,Pedestrian,2020/09/09 04:08:00+00,N SNELLING AVE,44.956,-93.167,,State Trunk Highway,36,M,ST PAUL,55104,,,,,Suspected Minor Injury,Yes,,,689,Unknown
-93.111,44.977,Bike,2020/09/07 22:18:00+00,W WHEELOCK PKWY,44.99,-93.106,30,Local or City Street,,,,,15,M,ST. PAUL,55117,,,,No,690,Unknown
-93.084,44.978,Pedestrian,2020/09/05 22:18:00+00,N RICE ST,44.97,-93.106,30,County State Aid Highway,66,F,SAINT PAUL,551175353,,,,,Suspected Minor Injury,Yes,,,691,Unknown
-93.131,44.956,Bike,2020/09/03 19:29:00+00,W FORD PKWY,44.918,-93.167,30,County State Aid Highway,,,,,13,M,ST. PAUL,55116,,,,No,692,Unknown
-93.037,44.974,Pedestrian,2020/09/02 21:04:00+00,E SHERWOOD AVE,44.984,-93.025,25,Local or City Street,11,M,SAINT PAUL,55106,,,,,Suspected Minor Injury,Yes,,,693,Unknown
-93.089,44.954,Bike,2020/09/01 22:04:00+00,S OHIO ST,44.936,-93.094,,Municipal State Aid Street,,,,,23,M,BURNSVILLE,553373842,,,,No,694,Unknown
-93.087,44.949,Pedestrian,2020/08/29 21:30:00+00,N EARL ST,44.947,-93.056,25,Municipal State Aid Street,32,F,SAINT PAUL,551067257,,,,,,No,,,695,Unknown
-93.147,44.968,Bike,2020/08/29 21:30:00+00,E BUSH AVE,44.965,-93.077,25,Local or City Street,,,,,7,F,MINNEAPOLIS,55407,,,Suspected Minor Injury,No,696,Unknown
-93.162,44.948,Pedestrian,2020/08/29 18:00:00+00,W GRAND AVE,44.94,-93.118,30,Municipal State Aid Street,39,F,SAINT PAUL,55104,,,,,Suspected Minor Injury,Yes,,,697,Unknown
-93.198,44.967,Pedestrian,2020/08/28 21:00:00+00,W SHEPARD RD,44.92,-93.13,45,Municipal State Aid Street,50,M,SAINT PAUL,551022802,,,,,Fatal,Yes,,,698,Unknown
-93.109,44.939,Bike,2020/08/21 20:58:00+00,W SHERBURNE AVE,44.957,-93.106,30,Local or City Street,,,,,48,F,SAINT PAUL,551021026,,,Possible Injury,Yes,699,Unknown
-93.126,44.928,Pedestrian,2020/08/28 11:30:00+00,BROADWAY ST,44.949,-93.084,15,Municipal State Aid Street,60,M,MAPLEWOOD,551196775,,,,,Suspected Minor Injury,No,,,700,Unknown
-93.069,44.964,Bike,2020/08/27 19:50:00+00,N ALBEMARLE ST,44.988,-93.107,30,Local or City Street,,,,,14,M,ST. PAUL,55117,,,,No,701,Unknown
-93.167,44.952,Bike,2020/08/21 14:20:00+00,E 9TH PL,44.952,-93.091,30,Municipal State Aid Street,,,,,30,M,,,,,,No,702,Unknown
-93.049,44.97,Bike,2020/08/17 00:02:00+00,W 7TH ST,44.945,-93.102,30,State Trunk Highway,,,,,18,M,SAINT PAUL,55101,,,,No,703,Unknown
-93.186,44.932,Bike,2020/08/16 23:50:00+00,N HAZELWOOD ST,44.978,-93.036,25,Local or City Street,,,,,20,F,SAINT PAUL,551062827,,,Possible Injury,Yes,704,Unknown
-93.185,44.912,Bike,2020/08/06 23:06:00+00,N FOREST ST,44.974,-93.061,30,Municipal State Aid Street,,,,,14,M,ST. PAUL,55106,,,,No,705,Unknown
-93.157,44.959,Bike,2020/07/31 19:19:00+00,-- NOT ON ROADWAY --,44.918,-93.193,,All other roads,,,,,14,M,ST. PAUL,55102,,,,No,706,Unknown
-93.199,44.964,Bike,2020/08/01 01:00:00+00,E WHEELOCK PKWY,44.986,-93.074,25,Local or City Street,,,,,59,,SAINT PAUL,551303169,,,Possible Injury,Yes,707,Unknown
-93.027,44.945,Bike,2020/07/30 23:15:00+00,S SMITH AVE,44.927,-93.102,35,State Trunk Highway,,,,,22,,SAINT PAUL,551161441,,,Suspected Minor Injury,No,708,Unknown
-93.09,44.958,Pedestrian,2020/07/30 20:40:00+00,371,44.971,-93.063,10,All other roads,53,F,SAINT PAUL,55130,,,,,Suspected Minor Injury,No,,,709,Unknown
,,Bike,2020/07/29 20:50:00+00,N LEXINGTON AVE,44.949,-93.146,30,County State Aid Highway,,,,,63,M,SAINT PAUL,551047003,,,Possible Injury,No,710,Unknown
-93.066,44.966,Pedestrian,2021/12/28 21:51:00+00,-- NOT ON ROADWAY --,44.976,-93.034,,All other roads,73,F,SAINT PAUL,551067244,,,,,,No,,,711,Unknown
-93.044,44.977,Pedestrian,2021/12/24 00:00:00+00,E 7TH ST,44.967,-93.039,20,Municipal State Aid Street,19,M,SAINT PAUL,55106,,,,,Possible Injury,Yes,,,712,Unknown
-93.146,44.956,Pedestrian,2021/12/21 02:30:00+00,E WILSON AVE,44.954,-93.023,20,All other roads,34,F,SAINT PAUL,551064613,,,,,Fatal,Yes,,,713,Unknown
-93.139,44.931,Pedestrian,2021/12/15 22:44:00+00,N LEXINGTON AVE,44.941,-93.147,30,County State Aid Highway,74,M,SAINT PAUL,551162214,,,,,Suspected Minor Injury,Yes,,,714,Unknown
-93.046,44.957,Pedestrian,2021/12/06 00:57:00+00,E 7TH ST,44.956,-93.079,20,State Trunk Highway,47,M,WOODBURY,551252401,,,,,Suspected Serious Injury,Yes,,,715,Unknown
-93.149,44.912,Pedestrian,2021/12/04 01:36:00+00,N WALNUT ST,44.943,-93.105,20,Local or City Street,27,M,,55107,,,,,Possible Injury,No,,,716,Unknown
-93.061,44.971,Pedestrian,2021/12/02 22:52:00+00,N MACKUBIN ST,44.956,-93.121,,Local or City Street,69,F,SAINT PAUL,551065909,,,,,Suspected Minor Injury,No,,,717,Unknown
-93.061,44.976,Pedestrian,2021/12/01 23:17:00+00,W UNIVERSITY AVE,44.956,-93.118,30,County State Aid Highway,24,M,SAINT PAUL,551042842,,,,,Suspected Serious Injury,Yes,,,718,Unknown
-93.147,44.953,Pedestrian,2021/12/01 02:07:00+00,E 4TH ST,44.945,-93.093,20,Municipal State Aid Street,31,F,SAINT PAUL,551031784,,,,,,No,,,719,Unknown
-93.133,44.92,Pedestrian,2021/11/29 23:05:00+00,N FOREST ST,44.961,-93.061,25,Municipal State Aid Street,33,F,SAINT PAUL,55106,,,,,Possible Injury,Yes,,,720,Unknown
-93.126,44.956,Pedestrian,2021/11/29 23:05:00+00,N FOREST ST,44.961,-93.061,25,Municipal State Aid Street,4,F,SAINT PAUL,55106,,,,,Possible Injury,Yes,,,721,Unknown
-93.045,44.977,Pedestrian,2021/11/29 23:26:00+00,N RICE ST,44.968,-93.106,30,All other roads,73,F,MINNEAPOLIS,554184566,,,,,Suspected Minor Injury,Yes,,,722,Unknown
-93.183,44.947,Pedestrian,2021/11/27 21:01:00+00,N ARCADE ST,44.977,-93.066,30,U.S. Trunk Highway,62,F,SAINT PAUL,551173569,,,,,Possible Injury,Yes,,,723,Unknown
-93.074,44.985,Pedestrian,2021/11/24 21:18:00+00,N ARCADE ST,44.981,-93.066,10,U.S. Trunk Highway,16,F,ST. PAUL,55117,,,,,,No,,,724,Unknown
-93.032,44.978,Pedestrian,2021/11/20 20:30:00+00,E WAKEFIELD AVE,44.953,-93.06,20,Local or City Street,4,F,ST PAUL,55106,,,,,Possible Injury,No,,,725,Unknown
-93.057,44.973,Pedestrian,2021/11/16 13:32:00+00,W UNIVERSITY AVE,44.956,-93.157,30,County State Aid Highway,16,F,ST. PAUL,55104,,,,,,No,,,726,Unknown
-93.084,44.973,Pedestrian,2021/11/15 03:20:00+00,E/B ISTH 94 AT PRIOR AVE,44.954,-93.185,55,Interstate Trunk Highway,31,M,SAINT PAUL,551175340,,,,,Fatal,No,,,727,Unknown
-93.133,44.954,Pedestrian,2021/11/10 19:22:00+00,W KELLOGG BLVD,44.944,-93.101,30,Municipal State Aid Street,44,M,WOODBURY,55129,,,,,Suspected Minor Injury,No,,,728,Unknown
-93.01,44.93,Pedestrian,2021/11/11 03:35:00+00,501,44.95,-93.089,10,All other roads,38,F,SAINT PAUL,55101,,,,,,No,,,729,Unknown
-93.126,44.977,Pedestrian,2021/11/05 12:54:00+00,W 5TH ST,44.945,-93.095,25,Municipal State Aid Street,15,F,ST PAUL,55106,,,,,Possible Injury,No,,,730,Unknown
-93.104,44.943,Pedestrian,2021/11/04 23:26:00+00,W MARSHALL AVE,44.949,-93.144,30,Municipal State Aid Street,5,M,ST. PAUL,55103,,,,,Suspected Serious Injury,Yes,,,731,Unknown
-93.134,44.956,Pedestrian,2021/11/02 18:50:00+00,W CONCORDIA AVE,44.951,-93.147,25,Municipal State Aid Street,26,M,DAYTON AVENUE,55104,,,,,Suspected Minor Injury,No,,,732,Unknown
-93.126,44.987,Bike,2021/11/01 02:35:00+00,W MARSHALL AVE,44.948,-93.184,20,County State Aid Highway,,,,,31,M,MINNEAPOLIS,554066600,,,Suspected Minor Injury,Yes,733,Unknown
-93.088,44.937,Pedestrian,2021/10/30 17:02:00+00,N ENGLISH ST,44.992,-93.046,30,Municipal State Aid Street,34,M,ST PAUL,55106,,,,,Possible Injury,No,,,734,Unknown
-93.025,44.989,Pedestrian,2021/10/29 23:04:00+00,N CYPRESS ST,44.977,-93.058,30,Local or City Street,28,M,SAINT PAUL,55130,,,,,Possible Injury,No,,,735,Unknown
-93.025,44.977,Pedestrian,2021/10/29 18:42:00+00,N WHITE BEAR AVE,44.987,-93.025,30,County State Aid Highway,77,M,,,,,,,Possible Injury,No,,,736,Unknown
-93.084,44.975,Pedestrian,2021/10/27 23:24:00+00,S SMITH AVE,44.929,-93.102,20,State Trunk Highway,48,M,WEST SAINT PAUL,551072669,,,,,,No,,,737,Unknown
-93.119,44.977,Pedestrian,2021/10/26 20:31:00+00,E JESSAMINE AVE,44.975,-93.071,20,Local or City Street,14,M,SAINT PAUL,55106,,,,,Suspected Minor Injury,No,,,738,Unknown
-93.149,44.913,Pedestrian,2021/10/26 23:54:00+00,N RUTH ST,44.956,-93.015,30,Municipal State Aid Street,11,M,ST PAUL,55119,,,,,Possible Injury,Yes,,,739,Unknown
-93.107,44.986,Pedestrian,2021/10/24 18:36:00+00,W HARTFORD AVE,44.923,-93.157,25,Local or City Street,18,M,SAINT PAUL,551161634,,,,,Possible Injury,No,,,740,Unknown
-93.146,44.952,Bike,2021/10/21 17:45:00+00,W SUMMIT AVE,44.942,-93.162,20,Municipal State Aid Street,,,,,51,F,SAINT PAUL,551053344,,,Suspected Minor Injury,No,741,Unknown
-93.076,44.98,Bike,2021/10/21 16:05:00+00,N ARCADE ST,44.977,-93.066,,U.S. Trunk Highway,,,,,,,ST PAUL,55106,,,Suspected Minor Injury,Yes,742,Unknown
-93.094,44.947,Bike,2021/10/20 22:45:00+00,W UNIVERSITY AVE,44.956,-93.149,30,County State Aid Highway,,,,,27,F,ST. PAUL,55104,,,Possible Injury,No,743,Unknown
-93.061,44.977,Pedestrian,2021/10/20 18:37:00+00,N FRANK ST,44.964,-93.053,25,Local or City Street,13,M,ST. PAUL,55106,,,,,Suspected Minor Injury,Yes,,,744,Unknown
-93.066,44.97,Bike,2021/10/20 13:58:00+00,W UNIVERSITY AVE,44.956,-93.152,10,County State Aid Highway,,,,,57,,SAINT PAUL,551042620,,,,No,745,Unknown
-93.146,44.956,Pedestrian,2021/10/19 21:58:00+00,N WHITE BEAR AVE,44.988,-93.025,30,County State Aid Highway,52,M,SAINT PAUL,551021002,,,,,Possible Injury,No,,,746,Unknown
-93.114,44.963,Pedestrian,2021/10/19 11:20:00+00,N FARRINGTON ST,44.983,-93.114,20,All other roads,8,M,SAINT PAUL,55117,,,,,,No,,,747,Unknown
-93.106,44.977,Pedestrian,2021/10/18 23:17:00+00,72,44.967,-93.044,5,All other roads,81,M,SAINT PAUL,551067024,,,,,Possible Injury,Yes,,,748,Unknown
-93.008,44.951,Bike,2021/10/18 16:20:00+00,W SAINT CLAIR AVE,44.934,-93.192,,Municipal State Aid Street,,,,,,F,ST PAUL,55105,,,Suspected Minor Injury,Yes,749,Unknown
-93.124,44.956,Bike,2021/10/18 15:30:00+00,W UNIVERSITY AVE,44.956,-93.136,,County State Aid Highway,,,,,48,M,SAINT PAUL,551031634,,,Suspected Serious Injury,Yes,750,Unknown
-93.027,44.977,Pedestrian,2021/10/09 11:30:00+00,-- NOT ON ROADWAY --,44.943,-93.104,,All other roads,41,M,MINNEAPOLIS,554113653,,,,,Suspected Minor Injury,No,,,751,Unknown
-93.157,44.931,Bike,2021/10/11 12:49:00+00,N ALDINE ST,44.96,-93.172,25,All other roads,,,,,28,M,DELLWOOD,551106178,,,Suspected Minor Injury,No,752,Unknown
-93.064,44.963,Bike,2021/10/10 22:56:00+00,W SUMMIT AVE,44.941,-93.121,30,All other roads,,,,,33,F,SAINT PAUL,551023063,,,Suspected Minor Injury,Yes,753,Unknown
-93.087,44.948,Pedestrian,2021/10/06 18:08:00+00,E LYNNHURST AVE,44.957,-93.18,30,Local or City Street,19,F,SAINT PAUL,55104,,,,,Suspected Minor Injury,No,,,754,Unknown
-93.109,44.977,Pedestrian,2021/10/08 12:30:00+00,E 7TH ST,44.967,-93.048,25,Municipal State Aid Street,37,F,SAINT PAUL,551065583,,,,,,No,,,755,Unknown
-93.106,44.985,Pedestrian,2021/10/05 18:05:00+00,W FORD PKWY,44.918,-93.187,25,County State Aid Highway,27,F,SAINT PAUL PARK,550711115,,,,,Possible Injury,No,,,756,Unknown
-93.045,44.975,Bike,2021/10/04 20:05:00+00,S MACALESTER AVE,44.92,-93.17,25,Local or City Street,,,,,12,M,ST PAUL,55105,,,Suspected Minor Injury,No,757,Unknown
-93.125,44.978,Pedestrian,2021/10/02 22:44:00+00,W UNIVERSITY AVE,44.956,-93.116,30,County State Aid Highway,13,F,SAINT PAUL,55117,,,,,Possible Injury,Yes,,,758,Unknown
-93.093,44.945,Pedestrian,2022/12/26 16:05:00+00,W KELLOGG BLVD,44.944,-93.1027,30,Municipal State Aid Street,34,M,,,,,,,,No,,,759,Southbound
-93.121,44.952,Pedestrian,2022/12/20 17:52:00+00,N LEXINGTON AVE,44.953,-93.1463,,County State Aid Highway,12,F,BLOOMINGTON,55425,,,,,Possible Injury,Yes,,,760,Eastbound
-93.167,44.948,Pedestrian,2022/12/17 09:40:00+00,N RICE ST,44.977,-93.1059,30,County State Aid Highway,36,M,SAINT PAUL,55117,,,,,Possible Injury,Yes,,,761,Westbound
-93.06,44.977,Pedestrian,2022/12/16 17:55:00+00,N ROBERT ST,44.951,-93.0947,30,All other roads,70,F,MINNEAPOLIS,554083727,,,,,Suspected Serious Injury,Yes,,,762,Southbound
-93.157,44.956,Pedestrian,2022/12/14 16:56:00+00,S VICTORIA ST,44.94,-93.1364,25,Municipal State Aid Street,38,F,SAINT PAUL,551013396,,,,,Possible Injury,No,,,763,Southbound
-93.096,44.991,Bike,2022/08/26 11:30:00+00,N WESTERN AVE,44.952,-93.1162,,Municipal State Aid Street,,,,,51,M,SAINT PAUL,551041051,,,,No,764,Northbound
-93.176,44.956,Pedestrian,2022/12/07 06:28:00+00,W UNIVERSITY AVE,44.956,-93.1467,30,County State Aid Highway,20,M,SAINT PAUL,55104,,,,,,No,,,765,Southbound
-93.023,44.974,Pedestrian,2022/11/27 18:51:00+00,W MARYLAND AVE,44.977,-93.1057,20,County State Aid Highway,55,M,ROSEVILLE,551136666,,,,,Possible Injury,Yes,,,766,Unknown
-93.192,44.941,Pedestrian,2022/11/13 19:31:00+00,W LINCOLN AVE,44.939,-93.1365,25,Local or City Street,55,F,SAINT PAUL,551053205,,,,,,No,,,767,Eastbound
-93.118,44.941,Pedestrian,2022/11/10 17:25:00+00,S ROBERT ST,44.926,-93.0808,35,State Trunk Highway,12,M,SAINT PAUL,55107,,,,,Possible Injury,Yes,,,768,Northbound
-93.109,44.941,Bike,2022/11/10 11:02:00+00,S MISSISSIPPI RIVER BLVD,44.917,-93.1989,25,Local or City Street,,,,,35,,ST PAUL,55105,,,Suspected Minor Injury,No,769,Southbound
-93.05,44.963,Pedestrian,2022/11/09 21:17:00+00,W SUMMIT AVE,44.941,-93.1466,25,Municipal State Aid Street,49,M,SAINT PAUL,551053519,,,,,Suspected Minor Injury,Yes,,,770,Southbound
-93.126,44.977,Pedestrian,2022/11/09 18:11:00+00,S WABASHA ST,44.949,-93.0977,20,Municipal State Aid Street,24,F,ST. PAUL,55101,,,,,Possible Injury,Yes,,,771,Eastbound
-93.079,44.928,Pedestrian,2022/11/09 17:26:00+00,N RICE ST,44.99,-93.1059,30,County State Aid Highway,52,M,SAINT PAUL,551173748,,,,,Suspected Serious Injury,Yes,,,772,Northbound
-93.165,44.956,Pedestrian,2022/11/09 08:20:00+00,N WHITE BEAR AVE,44.953,-93.0253,25,County State Aid Highway,18,F,SAINT PAUL,551065720,,,,,,No,,,773,Northbound
-93.095,44.951,Pedestrian,2022/11/08 18:05:00+00,-- NOT ON ROADWAY --,44.938,-93.0122,,All other roads,45,F,SAINT PAUL,551194954,,,,,Possible Injury,Yes,,,774,Unknown
-93.136,44.94,Pedestrian,2022/11/07 17:34:00+00,W 7TH ST,44.915,-93.1457,30,State Trunk Highway,58,F,FRIDLEY,554325230,,,,,Suspected Serious Injury,Yes,,,775,Eastbound
-93.116,44.952,Pedestrian,2022/11/07 15:38:00+00,N RICE ST,44.956,-93.106,30,County State Aid Highway,14,M,SAINT PAUL,55104,,,,,Suspected Minor Injury,Yes,,,776,Westbound
-93.147,44.956,Pedestrian,2022/11/02 11:50:00+00,N RICE ST,44.976,-93.1059,30,County State Aid Highway,23,M,PULLMAN,99163,,,,,Suspected Serious Injury,Yes,,,777,Southbound
-93.106,44.977,Pedestrian,2022/11/01 06:30:00+00,N DALE ST,44.953,-93.1264,20,County State Aid Highway,17,F,MINNEAPOLIS,554062127,,,,,Suspected Minor Injury,No,,,778,Southbound
-93.136,44.939,Pedestrian,2022/10/30 18:25:00+00,KLAINERT ST,44.987,-93.0919,20,Local or City Street,3,,ST PAUL,55117,,,,,Possible Injury,No,,,779,Eastbound
-93.081,44.926,Pedestrian,2022/10/28 08:06:00+00,HERBERT ST,44.978,-93.0316,30,Local or City Street,13,F,SAINT PAUL,55130,,,,,Possible Injury,Yes,,,780,Northbound
-93.199,44.917,Pedestrian,2022/10/27 20:45:00+00,JOHN ST,44.953,-93.0845,15,Local or City Street,30,M,MINNEAPOLIS,554111878,,,,,Possible Injury,No,,,781,Northbound
-93.147,44.941,Bike,2022/10/26 16:45:00+00,N PAYNE AVE,44.956,-93.0783,30,County State Aid Highway,,,,,18,M,839 BRENNER AVENUE,55113,,,Possible Injury,Yes,782,Southbound
-93.098,44.949,Pedestrian,2022/10/25 06:45:00+00,W JESSAMINE AVE,44.975,-93.1059,30,Local or City Street,63,M,SAINT PAUL,551066413,,,,,,No,,,783,Unknown
-93.106,44.99,Pedestrian,2022/10/24 20:00:00+00,W CONCORDIA AVE,44.951,-93.1569,,Local or City Street,29,M,SAINT PAUL,551303860,,,,,Possible Injury,Yes,,,784,Northbound
-93.025,44.953,Pedestrian,2022/10/24 19:34:00+00,,44.96,-93.106,,All other roads,43,F,SAINT PAUL,551041180,,,,,Suspected Minor Injury,Yes,,,785,Unknown
-93.012,44.938,Bike,2022/10/22 19:40:00+00,EARL ST,44.967,-93.056,30,Local or City Street,,,,,11,M,SAINT PAUL,55106,,,Suspected Minor Injury,Yes,786,Eastbound
-93.146,44.915,Pedestrian,2022/10/20 18:52:00+00,N SNELLING AVE,44.956,-93.1669,30,State Trunk Highway,66,M,SAINT PAUL,551195034,,,,,Suspected Minor Injury,Yes,,,787,Northbound
-93.106,44.956,Bike,2022/10/20 12:50:00+00,W UNIVERSITY AVE,44.961,-93.1894,30,County State Aid Highway,,,,,33,M,SAINT PAUL,551041822,,,,No,788,Unknown
-93.106,44.976,Bike,2022/10/19 16:10:00+00,E STILLWATER AVE,44.968,-93.0202,25,Municipal State Aid Street,,,,,22,M,,,,,,No,789,Westbound
-93.126,44.953,Pedestrian,2022/10/19 10:30:00+00,N ARCADE ST,44.978,-93.066,30,U.S. Trunk Highway,25,M,ST. PAUL,55106,,,,,Possible Injury,Yes,,,790,Eastbound
-93.092,44.987,Pedestrian,2022/10/18 18:30:00+00,N SNELLING AVE,44.958,-93.167,30,State Trunk Highway,27,M,,,,,,,Suspected Serious Injury,Yes,,,791,Northbound
-93.032,44.978,Pedestrian,2022/10/15 10:45:00+00,-- NOT ON ROADWAY --,44.952,-93.0057,,All other roads,3,M,HASTINGS,55033,,,,,,No,,,792,Unknown
-93.084,44.953,Bike,2022/10/14 16:17:00+00,W COMO AVE,44.963,-93.1135,5,County State Aid Highway,,,,,22,,SAINT PAUL,551061326,,,,No,793,Southbound
-93.078,44.956,Pedestrian,2022/10/13 18:05:00+00,N SNELLING AVE,44.956,-93.1673,,State Trunk Highway,43,M,ST PAUL,55101,,,,,Possible Injury,Yes,,,794,Southbound
-93.106,44.975,Bike,2022/10/12 08:30:00+00,W FRONT AVE,44.97,-93.1364,30,County State Aid Highway,,,,,16,M,ST PAUL,55104,,,Suspected Minor Injury,Yes,795,Eastbound
-93.157,44.951,Bike,2022/10/11 15:07:00+00,N WESTERN AVE,44.962,-93.1162,,Municipal State Aid Street,,,,,12,M,ST PAUL,55103,,,Suspected Serious Injury,Yes,796,Southbound
-93.106,44.96,Pedestrian,2022/10/10 11:07:00+00,W SUMMIT AVE,44.941,-93.1772,25,Municipal State Aid Street,61,F,SAINT PAUL,551046059,,,,,Possible Injury,No,,,797,Southbound
-93.056,44.967,Pedestrian,2022/10/03 06:50:00+00,W UNIVERSITY AVE,44.956,-93.126,30,County State Aid Highway,29,F,MINNEAPOLIS,554141737,,,,,,No,,,798,Westbound
-93.167,44.956,Pedestrian,2022/10/03 13:20:00+00,W GRAND AVE,44.94,-93.1313,30,Municipal State Aid Street,68,F,SAINT PAUL,551047120,,,,,Possible Injury,Yes,,,799,Southbound
-93.189,44.961,Pedestrian,2022/09/28 15:29:00+00,S WABASHA ST,44.948,-93.0967,30,Municipal State Aid Street,61,M,STILLWATER,550829351,,,,,Killed,No,,,800,Southbound
-93.02,44.968,Bike,2022/09/27 18:00:00+00,W SUMMIT AVE,44.941,-93.1671,30,Municipal State Aid Street,,,,,59,F,ST. PAUL,55105,,,Possible Injury,Yes,801,Westbound
-93.066,44.978,Bike,2022/09/20 15:15:00+00,W SAINT ANTHONY AVE,44.952,-93.1517,,Municipal State Aid Street,,,,,,,,,,,,No,802,Unknown
-93.167,44.958,Bike,2022/09/22 06:50:00+00,W COMO AVE,44.974,-93.1331,30,Municipal State Aid Street,,,,,19,M,SAINT PAUL,551081416,,,Suspected Minor Injury,No,803,Westbound
-93.006,44.952,Bike,2022/09/20 17:52:00+00,E KELLOGG BLVD,44.948,-93.0856,25,All other roads,,,,,22,M,SAINT PAUL,551067254,,,Suspected Minor Injury,Yes,804,Westbound
-93.113,44.963,Bike,2022/09/20 16:55:00+00,W MINNEHAHA AVE,44.963,-93.1619,30,Municipal State Aid Street,,,,,52,M,SAINT PAUL,551032023,,,Suspected Minor Injury,No,805,Unknown
-93.167,44.956,Pedestrian,2022/09/19 17:46:00+00,N HAMLINE AVE,44.954,-93.157,30,Municipal State Aid Street,,99,,,,,,,,No,,,806,Southbound
-93.136,44.97,Pedestrian,2022/09/16 22:08:00+00,W LARPENTEUR AVE,44.992,-93.1076,30,County State Aid Highway,24,M,SAINT PAUL,551031941,,,,,Suspected Minor Injury,Yes,,,807,Eastbound
-93.116,44.962,Pedestrian,2022/09/15 19:30:00+00,N ROBERT ST,44.95,-93.0931,30,State Trunk Highway,63,M,SAINT PAUL,551022726,,,,,,No,,,808,Unknown
-93.177,44.941,Pedestrian,2022/09/13 06:43:00+00,W 7TH ST,44.9,-93.1734,25,State Trunk Highway,33,F,SAINT PAUL,55116,,,,,Suspected Minor Injury,No,,,809,Westbound
-93.126,44.956,Pedestrian,2022/09/13 15:00:00+00,W SAINT ANTHONY AVE,44.952,-93.1467,25,Municipal State Aid Street,57,F,SAINT PAUL,551044116,,,,,Possible Injury,Yes,,,810,Eastbound
-93.131,44.94,Pedestrian,2022/09/08 20:30:00+00,E MCLEAN ST,44.95,-93.0595,30,Local or City Street,70,M,ST. PAUL,55106,,,,,Suspected Minor Injury,Yes,,,811,Unknown
-93.097,44.948,Bike,2022/09/08 06:15:00+00,N KENT ST,44.981,-93.1238,20,Local or City Street,,,,,49,M,SAINT PAUL,55117,,,Suspected Minor Injury,Yes,812,Unknown
-93.167,44.941,Bike,2022/09/07 19:20:00+00,N FLANDRAU ST,44.959,-93.0279,20,Local or City Street,,,,,30,M,SAINT PAUL,551065433,,,,No,813,Southbound
-93.152,44.952,Bike,2022/09/07 17:55:00+00,N HAMLINE AVE,44.944,-93.1569,25,Municipal State Aid Street,,,,,62,,SAINT PAUL,551046404,,,Suspected Minor Injury,No,814,Westbound
-93.133,44.974,Bike,2022/08/29 17:07:00+00,ENERGY PARK DR,44.978,-93.2041,20,Municipal State Aid Street,,,,,27,F,ST. PAUL,55104,,,Suspected Minor Injury,No,815,Southbound
-93.086,44.948,Pedestrian,2022/09/06 20:30:00+00,N PAYNE AVE,44.974,-93.0735,30,Municipal State Aid Street,74,M,SAINT PAUL,551303836,,,,,Suspected Serious Injury,Yes,,,816,Southbound
-93.162,44.963,Bike,2022/09/06 15:40:00+00,N ARKWRIGHT ST,44.966,-93.0841,30,Local or City Street,,,,,59,M,SAINT PAUL,551174839,,,,No,817,Unknown
-93.157,44.954,Pedestrian,2022/09/06 15:27:00+00,N ARCADE ST,44.977,-93.066,30,U.S. Trunk Highway,22,M,UNKNOWN,55106,,,,,Suspected Minor Injury,No,,,818,Northbound
-93.108,44.992,Pedestrian,2022/09/06 15:31:00+00,W GRAND AVE,44.94,-93.1663,25,Municipal State Aid Street,29,M,MINNEAPOLIS,554183852,,,,,Possible Injury,Yes,,,819,Unknown
-93.093,44.95,Pedestrian,2022/09/04 19:52:00+00,E 7TH ST,44.955,-93.0796,20,State Trunk Highway,23,M,SAINT PAUL,551044738,,,,,Suspected Minor Injury,No,,,820,Westbound
-93.173,44.9,Pedestrian,2022/09/01 17:15:00+00,N WHITE BEAR AVE,44.956,-93.0253,30,County State Aid Highway,17,M,ST. PAUL,55106,,,,,,No,,,821,Southbound
-93.147,44.952,Bike,2022/08/29 08:28:00+00,W PINEHURST AVE,44.919,-93.1873,25,Local or City Street,,,,,24,,SAINT PAUL,551051318,,,Possible Injury,No,822,Westbound
-93.059,44.95,Pedestrian,2022/08/27 23:55:00+00,E 12TH ST,44.954,-93.0942,25,Local or City Street,67,M,HAM LAKE,553047334,,,,,Suspected Minor Injury,No,,,823,Westbound
-93.124,44.981,Pedestrian,2022/08/26 16:31:00+00,W SELBY AVE,44.947,-93.1161,25,Municipal State Aid Street,29,F,SAINT PAUL,551024668,,,,,Suspected Minor Injury,No,,,824,Eastbound
-93.028,44.959,Bike,2022/08/26 11:27:00+00,W WATER ST,44.92,-93.1214,25,Local or City Street,,,,,36,M,COON RAPIDS,554482523,,,Suspected Minor Injury,No,825,Westbound
-93.157,44.944,Pedestrian,2022/08/25 09:42:00+00,N ARCADE ST,44.977,-93.0659,10,U.S. Trunk Highway,34,F,MAPLEWOOD,55119,,,,,Possible Injury,Yes,,,826,Eastbound
